units,context,element,taxonid,symmetry,taxongroup,elementtype,variablename,ecologicalgroup,samples,sites
NISP,NA,filament/cell,326,NA,Algae,filament/cell,Botryococcus,ALGA,201,1
NISP,NA,filament/cell,1704,NA,Algae,filament/cell,Zygnemataceae,ALGA,61,1
NISP,NA,filament/cell,3498,NA,Algae,filament/cell,Coelastrum,ALGA,7,1
NISP,NA,filament/cell,29123,NA,Algae,filament/cell,Transeauina,ALGA,1,1
NISP,NA,filament/cell,33383,NA,Algae,filament/cell,Pseudopediastrum boryanum,ALGA,157,2
NISP,NA,filament/cell,33398,NA,Algae,filament/cell,Monactinus simplex,ALGA,12,2
NISP,NA,filament/cell,34577,NA,Algae,filament/cell,"Algae? (type 229, HdV)",ALGA,2,1
NISP,NA,filament/cell,46354,NA,Algae,filament/cell,Scenedesmus ecornis,ALGA,2,1
NISP,NA,filament/cell,47746,NA,Algae,filament/cell,"Algae (type 146, HdV)",ALGA,5,1
NISP,NA,filament/cell,47747,NA,Algae,filament/cell,"Algae (type 170, HdV)",ALGA,13,1
NISP,NA,filament/cell,47748,NA,Algae,filament/cell,"Algae (type 601, HdV)",ALGA,7,1
NISP,NA,fragment,1062,NA,Charcoal,fragment,Charcoal,CHAR,37,2
NISP,NA,fruit body,3698,NA,Fungi,fruit body,Microthyrium,FUNG,41,2
NISP,NA,head capsule,41781,NA,Insects,head capsule,"Glyptotendipes pallens group (type 509, HdV)",DIPT,1,1
NISP,NA,labium,47749,NA,Insects,labium,"Animalia (type 532, HdV)",INSE,2,1
NISP,NA,leaf spine,894,NA,Vascular plants,leaf spine,Ceratophyllum,AQVP,27,1
NISP,NA,mass,276,NA,Laboratory analyses,mass,Sample quantity,LABO,21,1
NISP,NA,non-pollen palynomorph,1200,NA,Unidentified palynomorphs,non-pollen palynomorph,"Unknown (type 69, HdV)",UNID,1,1
NISP,NA,non-pollen palynomorph,34372,NA,Unidentified palynomorphs,non-pollen palynomorph,"Unknown (type 150, HdV)",UNID,21,1
NISP,NA,non-pollen palynomorph,34875,NA,Unidentified palynomorphs,non-pollen palynomorph,"Unknown (type 128, HdV)",UNID,42,1
NISP,NA,non-pollen palynomorph,35432,NA,Unidentified palynomorphs,non-pollen palynomorph,Indeterminable (unidentified),UNID,27,1
NISP,NA,non-pollen palynomorph,37488,NA,Unidentified palynomorphs,non-pollen palynomorph,"Unknown (type 119, HdV)",UNID,7,2
NISP,NA,non-pollen palynomorph,47750,NA,Unidentified palynomorphs,non-pollen palynomorph,"Unknown (type 159, HdV)",UNID,9,1
NISP,NA,non-pollen palynomorph,47751,NA,Unidentified palynomorphs,non-pollen palynomorph,"Unknown (type 519, HdV)",UNID,16,1
NISP,NA,non-pollen palynomorph,47752,NA,Unidentified palynomorphs,non-pollen palynomorph,"Unknown (type 492, HdV)",UNID,22,1
NISP,NA,oocyte,5418,NA,Flatworms,oocyte,Rhabdocoela,FLWO,14,1
NISP,NA,oocyte,32999,NA,Flatworms,oocyte,Turbellaria,FLWO,10,2
NISP,NA,palynomorph,202,NA,Algae,palynomorph,Pediastrum,ALGA,41,2
NISP,NA,palynomorph,313,NA,Unidentified palynomorphs,palynomorph,Unknown,UNID,6,1
NISP,NA,palynomorph,326,NA,Algae,palynomorph,Botryococcus,ALGA,67,1
NISP,NA,palynomorph,1252,NA,Unidentified palynomorphs,palynomorph,Unknown (type A),UNID,28,1
NISP,NA,palynomorph,1488,NA,Algae,palynomorph,Spirogyra,ALGA,34,2
NISP,NA,palynomorph,2817,NA,Algae,palynomorph,Algae undiff.,ALGA,2,1
NISP,NA,palynomorph,2994,NA,Unidentified palynomorphs,palynomorph,Unknown (type 13),UNID,36,1
NISP,NA,palynomorph,3498,NA,Algae,palynomorph,Coelastrum,ALGA,27,1
NISP,NA,palynomorph,5123,NA,Algae,palynomorph,Mougeotia,ALGA,14,1
NISP,NA,palynomorph,5142,NA,Algae,palynomorph,Tetraëdron,ALGA,77,2
NISP,NA,palynomorph,5390,NA,Algae,palynomorph,Spirogyra-type,ALGA,71,2
NISP,NA,palynomorph,5418,NA,Flatworms,palynomorph,Rhabdocoela,FLWO,6,1
NISP,NA,palynomorph,5469,NA,Acritarchs,palynomorph,Pseudoschizaea,ACRI,43,2
NISP,NA,palynomorph,5555,NA,Algae,palynomorph,Gloeotrichia,ALGA,6,1
NISP,NA,palynomorph,28878,NA,Unidentified palynomorphs,palynomorph,Unknown (cf. spore),UNID,22,1
NISP,NA,palynomorph,30435,NA,Unidentified palynomorphs,palynomorph,Unknown (inaperturate),UNID,21,1
NISP,NA,palynomorph,30748,NA,Algae,palynomorph,"Algae? (type 225, HdV)",ALGA,18,1
NISP,NA,palynomorph,31308,NA,Protista undiff.,palynomorph,Blepharisma,PROT,1,1
NISP,NA,palynomorph,32660,NA,Dinoflagellates,palynomorph,Cymatiosphaera,PLNT,1,1
NISP,NA,palynomorph,35429,NA,Unidentified palynomorphs,palynomorph,Indeterminable (unknown),UNID,64,1
NISP,NA,palynomorph,38547,NA,Flatworms,palynomorph,"Rhabdocoela (type 353, HdV)",FLWO,18,1
NISP,NA,pollen,1,NA,Vascular plants,pollen,Abies,TRSH,600,26
NISP,NA,pollen,2,NA,Vascular plants,pollen,Acalypha,UPHE,2184,80
NISP,NA,pollen,11,NA,Vascular plants,pollen,Aesculus,TRSH,3,2
NISP,NA,pollen,12,NA,Vascular plants,pollen,Allium,UPHE,25,4
NISP,NA,pollen,14,NA,Vascular plants,pollen,Alnus viridis-type,TRSH,8,3
NISP,NA,pollen,16,NA,Vascular plants,pollen,Ambrosia-type,UPHE,6,1
NISP,NA,pollen,18,NA,Vascular plants,pollen,Anacardiaceae undiff.,TRSH,35,8
NISP,NA,pollen,22,NA,Vascular plants,pollen,Araliaceae,UPHE,161,24
NISP,NA,pollen,23,NA,Vascular plants,pollen,Arceuthobium,TRSH,1,1
NISP,NA,pollen,24,NA,Vascular plants,pollen,Armeria,UPHE,27,3
NISP,NA,pollen,25,NA,Vascular plants,pollen,Artemisia,UPHE,3972,131
NISP,NA,pollen,29,NA,Vascular plants,pollen,Betula,TRSH,532,35
NISP,NA,pollen,31,NA,Vascular plants,pollen,Bidens-type,UPHE,6,2
NISP,NA,pollen,32,NA,Vascular plants,pollen,Boraginaceae,UPHE,89,28
NISP,NA,pollen,39,NA,Vascular plants,pollen,Callitriche,AQVP,179,18
NISP,NA,pollen,40,NA,Vascular plants,pollen,Caltha,AQVP,23,2
NISP,NA,pollen,41,NA,Vascular plants,pollen,Campanulaceae undiff.,UPHE,1,1
NISP,NA,pollen,42,NA,Vascular plants,pollen,Cannabaceae sensu stricto,UPHE,1,1
NISP,NA,pollen,44,NA,Vascular plants,pollen,Carya,TRSH,4,2
NISP,NA,pollen,45,NA,Vascular plants,pollen,Caryophyllaceae,UPHE,1519,83
NISP,NA,pollen,47,NA,Vascular plants,pollen,Castanea,TRSH,96,11
NISP,NA,pollen,49,NA,Vascular plants,pollen,Celtis,TRSH,3801,115
NISP,NA,pollen,54,NA,Vascular plants,pollen,Amaranthaceae undiff.,UPHE,494,14
NISP,NA,pollen,55,NA,Vascular plants,pollen,Cistaceae,UPHE,164,7
NISP,NA,pollen,56,NA,Vascular plants,pollen,Citrus,TRSH,5,2
NISP,NA,pollen,57,NA,Vascular plants,pollen,Cladium,AQVP,39,2
NISP,NA,pollen,61,NA,Vascular plants,pollen,Asteraceae undiff.,UPHE,1519,27
NISP,NA,pollen,64,NA,Vascular plants,pollen,Pinaceae undiff.,TRSH,7,3
NISP,NA,pollen,67,NA,Vascular plants,pollen,Corylus,TRSH,640,24
NISP,NA,pollen,68,NA,Vascular plants,pollen,Crassulaceae,UPHE,381,27
NISP,NA,pollen,69,NA,Vascular plants,pollen,Crataegus-type,TRSH,21,5
NISP,NA,pollen,70,NA,Vascular plants,pollen,Brassicaceae undiff.,UPHE,233,13
NISP,NA,pollen,72,NA,Vascular plants,pollen,Cupressaceae,TRSH,308,14
NISP,NA,pollen,73,NA,Vascular plants,pollen,Cuscuta,UPHE,93,13
NISP,NA,pollen,74,NA,Vascular plants,pollen,Cyperaceae,UPHE,7593,174
NISP,NA,pollen,79,NA,Vascular plants,pollen,Diospyros-type,TRSH,4,3
NISP,NA,pollen,80,NA,Vascular plants,pollen,Dodonaea,TRSH,528,32
NISP,NA,pollen,81,NA,Vascular plants,pollen,Drosera,AQVP,52,6
NISP,NA,pollen,87,NA,Vascular plants,pollen,Ephedra undiff.,TRSH,178,2
NISP,NA,pollen,90,NA,Vascular plants,pollen,Epilobium,UPHE,34,12
NISP,NA,pollen,92,NA,Vascular plants,pollen,Ericaceae,TRSH,2819,95
NISP,NA,pollen,93,NA,Vascular plants,pollen,Eriocaulon,AQVP,206,11
NISP,NA,pollen,102,NA,Vascular plants,pollen,Eugenia,TRSH,13,4
NISP,NA,pollen,104,NA,Vascular plants,pollen,Euphorbia,UPHE,1289,88
NISP,NA,pollen,106,NA,Vascular plants,pollen,Fagopyrum,UPHE,16,7
NISP,NA,pollen,107,NA,Vascular plants,pollen,Fagus,TRSH,270,12
NISP,NA,pollen,114,NA,Vascular plants,pollen,Fraxinus undiff.,TRSH,23,2
NISP,NA,pollen,116,NA,Vascular plants,pollen,Galium,UPHE,162,16
NISP,NA,pollen,119,NA,Vascular plants,pollen,Gentianaceae,UPHE,430,33
NISP,NA,pollen,120,NA,Vascular plants,pollen,Geranium,UPHE,133,25
NISP,NA,pollen,121,NA,Vascular plants,pollen,Geum-type,UPHE,6,4
NISP,NA,pollen,125,NA,Vascular plants,pollen,Poaceae undiff.,UPHE,1169,15
NISP,NA,pollen,126,NA,Vascular plants,pollen,Haloragaceae,AQVP,321,14
NISP,NA,pollen,132,NA,Vascular plants,pollen,Hypericum,UPHE,1272,43
NISP,NA,pollen,135,NA,Vascular plants,pollen,Ilex,TRSH,671,34
NISP,NA,pollen,136,NA,Vascular plants,pollen,Impatiens,UPHE,774,37
NISP,NA,pollen,138,NA,Vascular plants,pollen,Iridaceae,UPHE,533,13
NISP,NA,pollen,147,NA,Vascular plants,pollen,Juncaceae,UPHE,355,13
NISP,NA,pollen,150,NA,Vascular plants,pollen,Lamiaceae undiff.,UPHE,260,15
NISP,NA,pollen,152,NA,Vascular plants,pollen,Laportea-type,UPHE,44,3
NISP,NA,pollen,157,NA,Vascular plants,pollen,Fabaceae undiff.,UPHE,539,22
NISP,NA,pollen,159,NA,Vascular plants,pollen,Lemnoideae,AQVP,137,6
NISP,NA,pollen,160,NA,Vascular plants,pollen,Cichorioideae,UPHE,2254,88
NISP,NA,pollen,161,NA,Vascular plants,pollen,Liliaceae undiff.,UPHE,14,3
NISP,NA,pollen,164,NA,Vascular plants,pollen,Lonicera,TRSH,23,3
NISP,NA,pollen,180,NA,Vascular plants,pollen,Malvaceae,UPHE,347,53
NISP,NA,pollen,181,NA,Vascular plants,pollen,Melilotus-type,UPHE,3,1
NISP,NA,pollen,182,NA,Vascular plants,pollen,Menyanthes trifoliata,AQVP,7,3
NISP,NA,pollen,185,NA,Vascular plants,pollen,Moraceae,TRSH,697,44
NISP,NA,pollen,186,NA,Vascular plants,pollen,Morus,TRSH,73,10
NISP,NA,pollen,188,NA,Vascular plants,pollen,Myriophyllum,AQVP,814,24
NISP,NA,pollen,190,NA,Vascular plants,pollen,Nuphar,AQVP,25,4
NISP,NA,pollen,192,NA,Vascular plants,pollen,Nymphaea,AQVP,1074,56
NISP,NA,pollen,194,NA,Vascular plants,pollen,Onagraceae undiff.,UPHE,6,2
NISP,NA,pollen,197,NA,Vascular plants,pollen,Ostrya/Carpinus,TRSH,127,2
NISP,NA,pollen,199,NA,Vascular plants,pollen,Arecaceae,PALM,90,13
NISP,NA,pollen,210,NA,Vascular plants,pollen,Picea,TRSH,81,18
NISP,NA,pollen,212,NA,Vascular plants,pollen,Pinus subg. Pinus,TRSH,113,3
NISP,NA,pollen,213,NA,Vascular plants,pollen,Pinus subg. Strobus,TRSH,159,2
NISP,NA,pollen,218,NA,Vascular plants,pollen,Plantago undiff.,UPHE,80,7
NISP,NA,pollen,219,NA,Vascular plants,pollen,Plantago major,UPHE,61,11
NISP,NA,pollen,220,NA,Vascular plants,pollen,Plantago lanceolata,UPHE,138,7
NISP,NA,pollen,221,NA,Vascular plants,pollen,Plantago media,UPHE,9,3
NISP,NA,pollen,222,NA,Vascular plants,pollen,Platanus,TRSH,328,16
NISP,NA,pollen,224,NA,Vascular plants,pollen,Polygalaceae,UPHE,150,14
NISP,NA,pollen,225,NA,Vascular plants,pollen,Polygonaceae undiff.,UPHE,24,2
NISP,NA,pollen,228,NA,Vascular plants,pollen,Apocynaceae,UPHE,104,15
NISP,NA,pollen,230,NA,Vascular plants,pollen,Persicaria amphibia,UPHE,12,2
NISP,NA,pollen,231,NA,Vascular plants,pollen,Polygonum aviculare-type,UPHE,206,17
NISP,NA,pollen,240,NA,Vascular plants,pollen,Portulacaceae,UPHE,9,6
NISP,NA,pollen,242,NA,Vascular plants,pollen,Potentilla-type,UPHE,220,19
NISP,NA,pollen,244,NA,Vascular plants,pollen,Primulaceae,UPHE,56,10
NISP,NA,pollen,245,NA,Vascular plants,pollen,Prunus-type,TRSH,51,13
NISP,NA,pollen,251,NA,Vascular plants,pollen,Quercus,TRSH,336,16
NISP,NA,pollen,252,NA,Vascular plants,pollen,Ranunculaceae undiff.,UPHE,13,1
NISP,NA,pollen,253,NA,Vascular plants,pollen,Ranunculus undiff.,UPHE,111,3
NISP,NA,pollen,254,NA,Vascular plants,pollen,Myrsine,TRSH,338,16
NISP,NA,pollen,256,NA,Vascular plants,pollen,Rhamnaceae,TRSH,352,42
NISP,NA,pollen,257,NA,Vascular plants,pollen,Combretaceae/Melastomataceae,TRSH,393,23
NISP,NA,pollen,258,NA,Vascular plants,pollen,Rhizophora,MANG,309,11
NISP,NA,pollen,260,NA,Vascular plants,pollen,Rhus,TRSH,565,71
NISP,NA,pollen,261,NA,Vascular plants,pollen,Rhynchospora,AQVP,25,3
NISP,NA,pollen,262,NA,Vascular plants,pollen,Ribes,TRSH,1,1
NISP,NA,pollen,266,NA,Vascular plants,pollen,Rubiaceae undiff.,TRSH,292,21
NISP,NA,pollen,267,NA,Vascular plants,pollen,Rubus,TRSH,248,17
NISP,NA,pollen,268,NA,Vascular plants,pollen,Rumex,UPHE,1681,78
NISP,NA,pollen,270,NA,Vascular plants,pollen,Sagittaria,AQVP,21,5
NISP,NA,pollen,271,NA,Vascular plants,pollen,Salix,TRSH,987,50
NISP,NA,pollen,275,NA,Vascular plants,pollen,Sambucus,TRSH,126,7
NISP,NA,pollen,282,NA,Vascular plants,pollen,Saxifragaceae,UPHE,28,2
NISP,NA,pollen,284,NA,Vascular plants,pollen,Scrophulariaceae,UPHE,337,30
NISP,NA,pollen,292,NA,Vascular plants,pollen,Solanaceae undiff.,UPHE,141,3
NISP,NA,pollen,293,NA,Vascular plants,pollen,Sparganium-type,AQVP,692,17
NISP,NA,pollen,299,NA,Vascular plants,pollen,Taxus,TRSH,24,9
NISP,NA,pollen,300,NA,Vascular plants,pollen,Thalictrum,UPHE,592,42
NISP,NA,pollen,302,NA,Vascular plants,pollen,Tilia,TRSH,248,18
NISP,NA,pollen,304,NA,Vascular plants,pollen,Trema,TRSH,524,37
NISP,NA,pollen,307,NA,Vascular plants,pollen,Asteroideae undiff.,UPHE,617,11
NISP,NA,pollen,308,NA,Vascular plants,pollen,Typha/Sparganium,AQVP,163,5
NISP,NA,pollen,309,NA,Vascular plants,pollen,Typha latifolia,AQVP,216,13
NISP,NA,pollen,310,NA,Vascular plants,pollen,Ulmus,TRSH,719,26
NISP,NA,pollen,311,NA,Vascular plants,pollen,Apiaceae,UPHE,3451,113
NISP,NA,pollen,314,NA,Vascular plants,pollen,Urtica-type,UPHE,108,2
NISP,NA,pollen,315,NA,Vascular plants,pollen,Urticaceae undiff.,UPHE,320,11
NISP,NA,pollen,316,NA,Vascular plants,pollen,Utricularia,AQVP,98,24
NISP,NA,pollen,317,NA,Vascular plants,pollen,Vaccinium,TRSH,3,1
NISP,NA,pollen,318,NA,Vascular plants,pollen,Valeriana,UPHE,71,12
NISP,NA,pollen,319,NA,Vascular plants,pollen,Viburnum undiff.,TRSH,6,1
NISP,NA,pollen,320,NA,Vascular plants,pollen,Vitis,TRSH,545,27
NISP,NA,pollen,322,NA,Vascular plants,pollen,Xanthium,UPHE,33,8
NISP,NA,pollen,323,NA,Vascular plants,pollen,Zea mays,UPHE,46,8
NISP,NA,pollen,329,NA,Vascular plants,pollen,Pinaceae,TRSH,10,3
NISP,NA,pollen,330,NA,Vascular plants,pollen,Alnus,TRSH,716,27
NISP,NA,pollen,332,NA,Vascular plants,pollen,Viola,UPHE,7,5
NISP,NA,pollen,336,NA,Vascular plants,pollen,Lythrum,UPHE,490,25
NISP,NA,pollen,338,NA,Vascular plants,pollen,Acer,TRSH,358,20
NISP,NA,pollen,341,NA,Vascular plants,pollen,Liliaceae,UPHE,1057,59
NISP,NA,pollen,345,NA,Vascular plants,pollen,Ambrosia,UPHE,111,15
NISP,NA,pollen,346,NA,Vascular plants,pollen,Fabaceae,UPHE,1277,49
NISP,NA,pollen,347,NA,Vascular plants,pollen,Anacardiaceae,TRSH,258,28
NISP,NA,pollen,349,NA,Vascular plants,pollen,Bidens,UPHE,77,5
NISP,NA,pollen,350,NA,Vascular plants,pollen,Ranunculaceae,UPHE,578,42
NISP,NA,pollen,351,NA,Vascular plants,pollen,Campanulaceae,UPHE,315,28
NISP,NA,pollen,353,NA,Vascular plants,pollen,Alnus viridis,TRSH,11,2
NISP,NA,pollen,355,NA,Vascular plants,pollen,Rosaceae undiff.,UPHE,89,7
NISP,NA,pollen,361,NA,Vascular plants,pollen,Cornus,TRSH,12,5
NISP,NA,pollen,363,NA,Vascular plants,pollen,Juniperus-type,TRSH,588,14
NISP,NA,pollen,366,NA,Vascular plants,pollen,Ephedra,TRSH,348,30
NISP,NA,pollen,369,NA,Vascular plants,pollen,Fraxinus,TRSH,511,18
NISP,NA,pollen,372,NA,Vascular plants,pollen,Juglans,TRSH,132,12
NISP,NA,pollen,379,NA,Vascular plants,pollen,Myrica-type,TRSH,24,1
NISP,NA,pollen,380,NA,Vascular plants,pollen,Myrtaceae undiff.,TRSH,18,3
NISP,NA,pollen,381,NA,Vascular plants,pollen,Myricaceae,TRSH,25,2
NISP,NA,pollen,383,NA,Vascular plants,pollen,Myrica,TRSH,2084,81
NISP,NA,pollen,384,NA,Vascular plants,pollen,Ostrya-type,TRSH,372,13
NISP,NA,pollen,385,NA,Vascular plants,pollen,Pinus,TRSH,1999,69
NISP,NA,pollen,388,NA,Vascular plants,pollen,Pistacia,TRSH,1381,32
NISP,NA,pollen,389,NA,Vascular plants,pollen,Populus,TRSH,98,12
NISP,NA,pollen,390,NA,Vascular plants,pollen,Rutaceae,TRSH,484,28
NISP,NA,pollen,391,NA,Vascular plants,pollen,Amaranthaceae,UPHE,4841,160
NISP,NA,pollen,394,NA,Vascular plants,pollen,Caprifoliaceae,TRSH,2,1
NISP,NA,pollen,397,NA,Vascular plants,pollen,Viburnum,TRSH,55,7
NISP,NA,pollen,400,NA,Vascular plants,pollen,Zanthoxylum-type,TRSH,144,11
NISP,NA,pollen,409,NA,Vascular plants,pollen,Asteraceae,UPHE,1961,70
NISP,NA,pollen,414,NA,Vascular plants,pollen,Avena-type,UPHE,88,2
NISP,NA,pollen,415,NA,Vascular plants,pollen,Avena/Triticum,UPHE,20,1
NISP,NA,pollen,416,NA,Vascular plants,pollen,Poaceae (Cerealia),UPHE,384,17
NISP,NA,pollen,417,NA,Vascular plants,pollen,Poaceae,UPHE,8439,175
NISP,NA,pollen,418,NA,Vascular plants,pollen,Asteroideae,UPHE,2405,64
NISP,NA,pollen,419,NA,Vascular plants,pollen,Brassica,UPHE,30,1
NISP,NA,pollen,420,NA,Vascular plants,pollen,Brassicaceae,UPHE,2142,76
NISP,NA,pollen,426,NA,Vascular plants,pollen,Cannabis sativa,UPHE,50,9
NISP,NA,pollen,427,NA,Vascular plants,pollen,Poaceae (Cerealia) undiff.,UPHE,87,3
NISP,NA,pollen,430,NA,Vascular plants,pollen,Cyperaceae undiff.,UPHE,1527,20
NISP,NA,pollen,445,NA,Vascular plants,pollen,Onagraceae,UPHE,80,17
NISP,NA,pollen,448,NA,Vascular plants,pollen,Gentiana,UPHE,3,3
NISP,NA,pollen,449,NA,Vascular plants,pollen,Gomphrena,UPHE,11,3
NISP,NA,pollen,451,NA,Vascular plants,pollen,Hedysarum,UPHE,1,1
NISP,NA,pollen,452,NA,Vascular plants,pollen,Heliotropium,UPHE,81,21
NISP,NA,pollen,460,NA,Vascular plants,pollen,Lamiaceae,UPHE,1079,93
NISP,NA,pollen,464,NA,Vascular plants,pollen,Urticaceae,UPHE,1496,66
NISP,NA,pollen,465,NA,Vascular plants,pollen,Laportea,UPHE,3,2
NISP,NA,pollen,470,NA,Vascular plants,pollen,Oenothera,UPHE,2,1
NISP,NA,pollen,473,NA,Vascular plants,pollen,Orchidaceae,UPHE,58,5
NISP,NA,pollen,475,NA,Vascular plants,pollen,Parietaria,UPHE,1,1
NISP,NA,pollen,476,NA,Vascular plants,pollen,Pedicularis,UPHE,1,1
NISP,NA,pollen,479,NA,Vascular plants,pollen,Pilea,UPHE,69,4
NISP,NA,pollen,480,NA,Vascular plants,pollen,Plantago,UPHE,483,44
NISP,NA,pollen,483,NA,Vascular plants,pollen,Rosaceae,UPHE,535,37
NISP,NA,pollen,484,NA,Vascular plants,pollen,Primula,UPHE,3,1
NISP,NA,pollen,487,NA,Vascular plants,pollen,Saxifraga,UPHE,9,5
NISP,NA,pollen,491,NA,Vascular plants,pollen,Stachys-type,UPHE,43,7
NISP,NA,pollen,492,NA,Vascular plants,pollen,Suaeda-type,UPHE,3,1
NISP,NA,pollen,496,NA,Vascular plants,pollen,Trifolium repens-type,UPHE,137,11
NISP,NA,pollen,497,NA,Vascular plants,pollen,Triticum-type,UPHE,250,5
NISP,NA,pollen,498,NA,Vascular plants,pollen,Urtica,UPHE,193,13
NISP,NA,pollen,500,NA,Vascular plants,pollen,Verbena,UPHE,1,1
NISP,NA,pollen,513,NA,Vascular plants,pollen,Alisma,AQVP,114,12
NISP,NA,pollen,514,NA,Vascular plants,pollen,Hydrocotyle,AQVP,381,27
NISP,NA,pollen,515,NA,Vascular plants,pollen,Lemna,AQVP,48,7
NISP,NA,pollen,517,NA,Vascular plants,pollen,Potamogeton,AQVP,742,44
NISP,NA,pollen,525,NA,Vascular plants,pollen,Scrophulariaceae-type,UPHE,261,6
NISP,NA,pollen,527,NA,Vascular plants,pollen,Valeriana-type,UPHE,2,1
NISP,NA,pollen,534,NA,Vascular plants,pollen,Cupressaceae undiff.,TRSH,158,2
NISP,NA,pollen,539,NA,Vascular plants,pollen,Lysimachia,UPHE,19,5
NISP,NA,pollen,540,NA,Vascular plants,pollen,Polygonum,UPHE,634,37
NISP,NA,pollen,543,NA,Vascular plants,pollen,Solanaceae,UPHE,190,21
NISP,NA,pollen,546,NA,Vascular plants,pollen,Malva,UPHE,21,4
NISP,NA,pollen,549,NA,Vascular plants,pollen,Ranunculus,UPHE,344,17
NISP,NA,pollen,557,NA,Vascular plants,pollen,Allium-type,UPHE,77,10
